
{7C8D7B74-30A5-9190-5A9A-1C8AE84B5E1B}.mirai,http://gchat.qpic.cn/gchatpic_new/0/0-0-7C8D7B7430A591905A9A1C8AE84B5E1B/0?term=2
{A75354EF-D4DB-65F4-D002-FACD01D9487A}.mirai,http://gchat.qpic.cn/gchatpic_new/0/0-0-A75354EFD4DB65F4D002FACD01D9487A/0?term=2
{90F436A6-EEF1-1B78-EA24-CB71E671C2C6}.mirai,http://gchat.qpic.cn/gchatpic_new/0/0-0-90F436A6EEF11B78EA24CB71E671C2C6/0?term=2
{2A82A1CD-1612-ACED-D106-0845B6C7FBD2}.mirai,http://gchat.qpic.cn/gchatpic_new/0/0-0-2A82A1CD1612ACEDD1060845B6C7FBD2/0?term=2
{C162A1D1-CF8A-958D-B523-3814712B1285}.mirai,http://gchat.qpic.cn/gchatpic_new/0/0-0-C162A1D1CF8A958DB5233814712B1285/0?term=2
{51B3C320-A057-5804-1D8E-0BEE6B4B194A}.mirai,http://gchat.qpic.cn/gchatpic_new/0/0-0-51B3C320A05758041D8E0BEE6B4B194A/0?term=2
{8234DAA2-7DB3-2A57-60BA-01DAABC17BAB}.mirai,http://gchat.qpic.cn/gchatpic_new/0/0-0-8234DAA27DB32A5760BA01DAABC17BAB/0?term=2
{C5895B9F-4588-1DCC-CE61-7285FD09DCFA}.mirai,http://gchat.qpic.cn/gchatpic_new/0/0-0-C5895B9F45881DCCCE617285FD09DCFA/0?term=2
{B018D42B-37F5-0006-4653-F5B6BA0C2F6A}.mirai,http://gchat.qpic.cn/gchatpic_new/0/0-0-B018D42B37F500064653F5B6BA0C2F6A/0?term=2
{51E5872D-0B98-CCF7-0EA0-572AA17FA0D2}.mirai,http://gchat.qpic.cn/gchatpic_new/0/0-0-51E5872D0B98CCF70EA0572AA17FA0D2/0?term=2
{C09ED23C-6499-7282-64A1-9E134A67F741}.mirai,http://gchat.qpic.cn/gchatpic_new/0/0-0-C09ED23C6499728264A19E134A67F741/0?term=2
{CD15E69F-1D3E-5EE9-D9E1-663C38A60E0F}.mirai,http://gchat.qpic.cn/gchatpic_new/0/0-0-CD15E69F1D3E5EE9D9E1663C38A60E0F/0?term=2
{E4925920-7615-89C7-2EDC-78F7A7ABA4ED}.mirai,http://gchat.qpic.cn/gchatpic_new/0/0-0-E4925920761589C72EDC78F7A7ABA4ED/0?term=2
{5E0E29CD-881D-7369-7EF6-1CE8086A01B1}.mirai,http://gchat.qpic.cn/gchatpic_new/0/0-0-5E0E29CD881D73697EF61CE8086A01B1/0?term=2
{1B019CF7-F143-1783-691C-25FD38C22224}.mirai,http://gchat.qpic.cn/gchatpic_new/0/0-0-1B019CF7F1431783691C25FD38C22224/0?term=2
{A19B8274-CFA5-36C6-3847-34A8508ABD3C}.mirai,http://gchat.qpic.cn/gchatpic_new/0/0-0-A19B8274CFA536C6384734A8508ABD3C/0?term=2
{A7034405-C3F9-8C26-C996-4D10C4A5F043}.mirai,http://gchat.qpic.cn/gchatpic_new/0/0-0-A7034405C3F98C26C9964D10C4A5F043/0?term=2
{B6D16420-3845-C262-2F9E-09F385CFE9D7}.mirai,http://gchat.qpic.cn/gchatpic_new/0/0-0-B6D164203845C2622F9E09F385CFE9D7/0?term=2
{9223DD93-CCDF-EAD5-968C-7AA21A7456A1}.mirai,http://gchat.qpic.cn/gchatpic_new/0/0-0-9223DD93CCDFEAD5968C7AA21A7456A1/0?term=2
{80CED1B5-77A9-AE9A-4852-B5D03C10976D}.mirai,http://gchat.qpic.cn/gchatpic_new/0/0-0-80CED1B577A9AE9A4852B5D03C10976D/0?term=2
{FE7F6791-152A-F5BA-7705-E147F46A2F96}.mirai,http://gchat.qpic.cn/gchatpic_new/0/0-0-FE7F6791152AF5BA7705E147F46A2F96/0?term=2
{6C83FE45-A8A3-7437-8555-C7C5576F1772}.mirai,http://gchat.qpic.cn/gchatpic_new/0/0-0-6C83FE45A8A374378555C7C5576F1772/0?term=2
{33CB1BF8-D691-14BF-4856-C9E1043ADE41}.mirai,http://gchat.qpic.cn/gchatpic_new/0/0-0-33CB1BF8D69114BF4856C9E1043ADE41/0?term=2
{2178C0C6-4F53-6F59-E06B-692D28E3C7AE}.mirai,http://gchat.qpic.cn/gchatpic_new/0/0-0-2178C0C64F536F59E06B692D28E3C7AE/0?term=2
{B95DF223-8B38-235F-D281-17D823DBBF4E}.mirai,http://gchat.qpic.cn/gchatpic_new/0/0-0-B95DF2238B38235FD28117D823DBBF4E/0?term=2
{608589EC-86A7-DB94-DD6E-1AE0D70232A6}.mirai,http://gchat.qpic.cn/gchatpic_new/0/0-0-608589EC86A7DB94DD6E1AE0D70232A6/0?term=2
{65FA4DF2-957C-6319-3DC2-59A2F64AF4A4}.mirai,http://gchat.qpic.cn/gchatpic_new/0/0-0-65FA4DF2957C63193DC259A2F64AF4A4/0?term=2
{56E56DE7-3E05-8891-B95F-48ABC1FE9903}.mirai,http://gchat.qpic.cn/gchatpic_new/0/0-0-56E56DE73E058891B95F48ABC1FE9903/0?term=2
{018B3141-B6CA-08B3-1990-5C23E7F48D28}.mirai,http://gchat.qpic.cn/gchatpic_new/0/0-0-018B3141B6CA08B319905C23E7F48D28/0?term=2
{76321802-C3AC-B2B4-87AB-71B008DCAC79}.mirai,http://gchat.qpic.cn/gchatpic_new/0/0-0-76321802C3ACB2B487AB71B008DCAC79/0?term=2
{6BBA239B-B7C6-4422-71E2-7F5DA0C2706B}.mirai,http://gchat.qpic.cn/gchatpic_new/0/0-0-6BBA239BB7C6442271E27F5DA0C2706B/0?term=2
{2B038933-7D92-F91C-CD85-2BD575B47C2B}.mirai,http://gchat.qpic.cn/gchatpic_new/0/0-0-2B0389337D92F91CCD852BD575B47C2B/0?term=2
{4E3446FA-15F7-4097-6234-270BAC8D9A28}.mirai,http://gchat.qpic.cn/gchatpic_new/0/0-0-4E3446FA15F740976234270BAC8D9A28/0?term=2
{139A3CF7-D7A4-615E-02AC-121D8FC7829A}.mirai,http://gchat.qpic.cn/gchatpic_new/0/0-0-139A3CF7D7A4615E02AC121D8FC7829A/0?term=2
{031300DC-073E-47DF-1547-1807B406E91A}.mirai,http://gchat.qpic.cn/gchatpic_new/0/0-0-031300DC073E47DF15471807B406E91A/0?term=2
